<N> k o n f i x <EOS>	k o n f i x e <EOS>	2
<F> k o n f ö d e r a t i o n <EOS>	k o n f ö d e r a t i o n e n <EOS>	1
<N> k o n f o r m a t i o n s i s o m e r <EOS>	k o n f o r m a t i o n s i s o m e r e <EOS>	2
<M> k o n g r e s s <EOS>	k o n g r e s s e <EOS>	2
<F> k o n g r u e n z <EOS>	k o n g r u e n z e n <EOS>	1
<F> k o n i f e r e <EOS>	k o n i f e r e n <EOS>	1
<N> k ö n i g r e i c h <EOS>	k ö n i g r e i c h e <EOS>	2
<M> k ö n i g s g e i e r <EOS>	k ö n i g s g e i e r <EOS>	3
<F> k ö n i g s k e r z e <EOS>	k ö n i g s k e r z e n <EOS>	1
<M> k ö n i g s p i n g u i n <EOS>	k ö n i g s p i n g u i n e <EOS>	2
<M> k ö n i g s t i g e r <EOS>	k ö n i g s t i g e r <EOS>	3
<F> k ö n i g s t o c h t e r <EOS>	k ö n i g s t ö c h t e r <EOS>	3
<F> k o n j u g a t i o n <EOS>	k o n j u g a t i o n e n <EOS>	1
<N> k o n k l a v e <EOS>	k o n k l a v e n <EOS>	1
<M> k o n k u r s <EOS>	k o n k u r s e <EOS>	2
<F> k o n n o t a t i o n <EOS>	k o n n o t a t i o n e n <EOS>	1
<F> k o n s i s t e n z <EOS>	k o n s i s t e n z e n <EOS>	1
<M> k o n s o n a n t e n s t a m m <EOS>	k o n s o n a n t e n s t ä m m e <EOS>	2
<N> k o n s o r t i u m <EOS>	k o n s o r t i e n <EOS>	6
<F> k o n s p i r a t i o n s t h e o r e t i k e r i n <EOS>	k o n s p i r a t i o n s t h e o r e t i k e r i n n e n <EOS>	6
<M> k o n s p i r a t i o n s t h e o r e t i k e r <EOS>	k o n s p i r a t i o n s t h e o r e t i k e r <EOS>	3
<F> k o n s p i r a t i o n s t h e o r i e <EOS>	k o n s p i r a t i o n s t h e o r i e n <EOS>	1
<M> k o n s . - s t a m m <EOS>	k o n s . - s t ä m m e <EOS>	2
<M> k o n s t r u k t i o n s w e r k s t o f f <EOS>	k o n s t r u k t i o n s w e r k s t o f f e <EOS>	2
<F> k o n s u m e n t i n <EOS>	k o n s u m e n t i n n e n <EOS>	6
<M> k o n s u m e n t <EOS>	k o n s u m e n t e n <EOS>	1
<F> k o n t a k t f e d e r <EOS>	k o n t a k t f e d e r n <EOS>	1
<M> k o n t a k t <EOS>	k o n t a k t e <EOS>	2
<M> k o n t e x t <EOS>	k o n t e x t e <EOS>	2
<M> k o n t r a h e n t <EOS>	k o n t r a h e n t e n <EOS>	1
<F> k o n t r a i n d i k a t i o n <EOS>	k o n t r a i n d i k a t i o n e n <EOS>	1
<M> k o n t r a p u n k t <EOS>	k o n t r a p u n k t e <EOS>	2
<F> k o n t r o l l b o x <EOS>	k o n t r o l l b o x e n <EOS>	1
<F> k o n t r o l l e <EOS>	k o n t r o l l e n <EOS>	1
<N> k o n t r o l l k ä s t c h e n <EOS>	k o n t r o l l k ä s t c h e n <EOS>	3
<M> k o n t r o l l r a u m <EOS>	k o n t r o l l r ä u m e <EOS>	2
<M> k o n t r o l l s t a b <EOS>	k o n t r o l l s t ä b e <EOS>	2
<F> k o n t r o v e r s e <EOS>	k o n t r o v e r s e n <EOS>	1
<M> k o n v o i <EOS>	k o n v o i s <EOS>	5
<F> k o n z e n t r a t i o n <EOS>	k o n z e n t r a t i o n e n <EOS>	1
<N> k o n z e n t r a t <EOS>	k o n z e n t r a t e <EOS>	2
<M> k o n z e r n <EOS>	k o n z e r n e <EOS>	2
<M> k o n z e r n u m s a t z <EOS>	k o n z e r n u m s ä t z e <EOS>	2
<N> k o n z e r t h a u s <EOS>	k o n z e r t h ä u s e r <EOS>	4
<M> k o n z e r t s a a l <EOS>	k o n z e r t s ä l e <EOS>	6
<M> k o o g <EOS>	k ö g e <EOS>	6
<F> k o o r d i n a t e n a c h s e <EOS>	k o o r d i n a t e n a c h s e n <EOS>	1
<N> k o o r d i n a t e n s y s t e m <EOS>	k o o r d i n a t e n s y s t e m e <EOS>	2
<F> k o o r d i n a t i o n <EOS>	k o o r d i n a t i o n e n <EOS>	1
<F> k o o r d i n a t i o n s z a h l <EOS>	k o o r d i n a t i o n s z a h l e n <EOS>	1
<N> k ö p f c h e n <EOS>	k ö p f c h e n <EOS>	3
<F> k o p f f o r m <EOS>	k o p f f o r m e n <EOS>	1
<M> k o p f h ö r e r <EOS>	k o p f h ö r e r <EOS>	3
<F> k o p f l a u s <EOS>	k o p f l ä u s e <EOS>	2
<F> k o p f n u s s <EOS>	k o p f n ü s s e <EOS>	2
<M> k o p f s a l a t <EOS>	k o p f s a l a t e <EOS>	2
<N> k o p f t u c h <EOS>	k o p f t ü c h e r <EOS>	4
<F> k o p f v e r l e t z u n g <EOS>	k o p f v e r l e t z u n g e n <EOS>	1
<F> k o p i e <EOS>	k o p i e n <EOS>	1
<M> k o p i e r e r <EOS>	k o p i e r e r <EOS>	3
<M> k o p i l o t <EOS>	k o p i l o t e n <EOS>	1
<N> k o p p e l p r o d u k t <EOS>	k o p p e l p r o d u k t e <EOS>	2
<M> k ö p p e r <EOS>	k ö p p e r <EOS>	3
<F> k o p r o d u k t i o n <EOS>	k o p r o d u k t i o n e n <EOS>	1
<M> k o p r o d u z e n t <EOS>	k o p r o d u z e n t e n <EOS>	1
<M> k o r b <EOS>	k ö r b e <EOS>	2
<F> k o r e <EOS>	k o r e n <EOS>	1
<M> k o r k e n z i e h e r <EOS>	k o r k e n z i e h e r <EOS>	3
<M> k o r m o r a n <EOS>	k o r m o r a n e <EOS>	2
<F> k o r n b l u m e <EOS>	k o r n b l u m e n <EOS>	1
<F> k o r n e l k i r s c h e <EOS>	k o r n e l k i r s c h e n <EOS>	1
<N> k o r n e t t <EOS>	k o r n e t t e <EOS>	2
<F> k o r n g r ö ß e <EOS>	k o r n g r ö ß e n <EOS>	1
<F> k o r n n a t t e r <EOS>	k o r n n a t t e r n <EOS>	1
<F> k o r n r a d e <EOS>	k o r n r a d e n <EOS>	1
<F> k ö r n u n g <EOS>	k ö r n u n g e n <EOS>	1
<N> k o r o l l a r <EOS>	k o r o l l a r e <EOS>	2
<F> k o r o n a <EOS>	k o r o n e n <EOS>	6
<M> k ö r p e r g e r u c h <EOS>	k ö r p e r g e r ü c h e <EOS>	2
<N> k ö r p e r g e w i c h t <EOS>	k ö r p e r g e w i c h t e <EOS>	2
<F> k ö r p e r h a l t u n g <EOS>	k ö r p e r h a l t u n g e n <EOS>	1
<M> k ö r p e r t e i l <EOS>	k ö r p e r t e i l e <EOS>	2
<F> k ö r p e r v e r l e t z u n g <EOS>	k ö r p e r v e r l e t z u n g e n <EOS>	1
<F> k o r r e k t u r <EOS>	k o r r e k t u r e n <EOS>	1
<F> k o r r e s p o n d e n t i n <EOS>	k o r r e s p o n d e n t i n n e n <EOS>	6
<M> k o r r e s p o n d e n t <EOS>	k o r r e s p o n d e n t e n <EOS>	1
<M> k o r r i d o r <EOS>	k o r r i d o r e <EOS>	2
<M> k o r r o s i o n s s c h u t z <EOS>	k o r r o s i o n s s c h u t z e <EOS>	2
<F> k o r r u p t i o n <EOS>	k o r r u p t i o n e n <EOS>	1
<N> k o r s e t t <EOS>	k o r s e t t e <EOS>	2
<N> k o r t h o l t <EOS>	k o r t h o l t e <EOS>	2
<N> k o r u n d <EOS>	k o r u n d e <EOS>	2
<F> k o r v e t t e <EOS>	k o r v e t t e n <EOS>	1
<F> k o s m o l o g i e <EOS>	k o s m o l o g i e n <EOS>	1
<M> k o s m o p o l i t <EOS>	k o s m o p o l i t e n <EOS>	1
<N> k o t e l e t t <EOS>	k o t e l e t t e <EOS>	2
<M> k ö t e r <EOS>	k ö t e r <EOS>	3
<M> k o t f l ü g e l <EOS>	k o t f l ü g e l <EOS>	3
<M> k ö t t e r <EOS>	k ö t t e r <EOS>	3
<N> k r a b b e n b r o t <EOS>	k r a b b e n b r o t e <EOS>	2
<M> k r a c h <EOS>	k r ä c h e <EOS>	2
<F> k r a c k e <EOS>	k r a c k e n <EOS>	1
<M> k r a f t a k t <EOS>	k r a f t a k t e <EOS>	2
<N> k r a f t f a h r z e u g <EOS>	k r a f t f a h r z e u g e <EOS>	2
<M> k r a f t w e r k s e r r e g e r <EOS>	k r a f t w e r k s e r r e g e r <EOS>	3
<F> k r a g e n e n t e <EOS>	k r a g e n e n t e n <EOS>	1
<F> k r ä h e <EOS>	k r ä h e n <EOS>	1
<M> k r ä h e n f r a ß <EOS>	k r ä h e n f r a ß e <EOS>	2
<F> k r a k e <EOS>	k r a k e n <EOS>	1
<F> k r a l l e <EOS>	k r a l l e n <EOS>	1
<M> k r ä m e r <EOS>	k r ä m e r <EOS>	3
<M> k r a m p f a n f a l l <EOS>	k r a m p f a n f ä l l e <EOS>	2
<M> k r a m p f <EOS>	k r ä m p f e <EOS>	2
<F> k r a n b e e r e <EOS>	k r a n b e e r e n <EOS>	1
<M> k r a n i c h <EOS>	k r a n i c h e <EOS>	2
<N> k r a n k e n h ä u s c h e n <EOS>	k r a n k e n h ä u s c h e n <EOS>	3
<M> k r a n k e n p f l e g e r <EOS>	k r a n k e n p f l e g e r <EOS>	3
<M> k r a n k e n s c h e i n <EOS>	k r a n k e n s c h e i n e <EOS>	2
<F> k r a n k e n s c h w e s t e r <EOS>	k r a n k e n s c h w e s t e r n <EOS>	1
<M> k r a n k e n s t a n d <EOS>	k r a n k e n s t ä n d e <EOS>	2
<F> k r a n k h e i t <EOS>	k r a n k h e i t e n <EOS>	1
<M> k r a n k h e i t s e r r e g e r <EOS>	k r a n k h e i t s e r r e g e r <EOS>	3
<M> k r a n z <EOS>	k r ä n z e <EOS>	2
<M> k r a p f e n <EOS>	k r a p f e n <EOS>	3
<M> k r a t z e r <EOS>	k r a t z e r <EOS>	3
<M> k r a w a l l <EOS>	k r a w a l l e <EOS>	2
<F> k r a w a t t e <EOS>	k r a w a t t e n <EOS>	1
<F> k r e a t u r <EOS>	k r e a t u r e n <EOS>	1
<M> k r e b s a r z t <EOS>	k r e b s ä r z t e <EOS>	2
<M> k r e b s <EOS>	k r e b s e <EOS>	2
<M> k r e b s t i e r <EOS>	k r e b s t i e r e <EOS>	2
<M> k r e d i t h a i <EOS>	k r e d i t h a i e <EOS>	2
<M> k r e i s e l k o m p a s s <EOS>	k r e i s e l k o m p a s s e <EOS>	2
<M> k r e i s e l <EOS>	k r e i s e l <EOS>	3
<M> k r e i s l a u f <EOS>	k r e i s l ä u f e <EOS>	2
<F> k r e i s l a u f s t ö r u n g <EOS>	k r e i s l a u f s t ö r u n g e n <EOS>	1
<F> k r e i s s ä g e <EOS>	k r e i s s ä g e n <EOS>	1
<M> k r e i s t a g <EOS>	k r e i s t a g e <EOS>	2
<F> k r e s s e <EOS>	k r e s s e n <EOS>	1
<M> k r e t s c h a m <EOS>	k r e t s c h a m e <EOS>	2
<N> k r e u z b e i n <EOS>	k r e u z b e i n e <EOS>	2
<N> k r e u z f a h r t s c h i f f <EOS>	k r e u z f a h r t s c h i f f e <EOS>	2
<F> k r e u z s c h l i t z s c h r a u b e <EOS>	k r e u z s c h l i t z s c h r a u b e n <EOS>	1
<M> k r e u z s c h l i t z s c h r a u b e n d r e h e r <EOS>	k r e u z s c h l i t z s c h r a u b e n d r e h e r <EOS>	3
<M> k r e u z s c h l i t z s c h r a u b e n z i e h e r <EOS>	k r e u z s c h l i t z s c h r a u b e n z i e h e r <EOS>	3
<N> k r e u z w o r t r ä t s e l <EOS>	k r e u z w o r t r ä t s e l <EOS>	3
<N> k r e u z z e i c h e n <EOS>	k r e u z z e i c h e n <EOS>	3
<N> k r i e c h t i e r <EOS>	k r i e c h t i e r e <EOS>	2
<M> k r i e g e r <EOS>	k r i e g e r <EOS>	3
<F> k r i e g s b e m a l u n g <EOS>	k r i e g s b e m a l u n g e n <EOS>	1
<F> k r i e g s d e n k m ü n z e <EOS>	k r i e g s d e n k m ü n z e n <EOS>	1
<N> k r i e g s e n d e <EOS>	k r i e g s e n d e n <EOS>	1
<M> k r i e g s s c h a u p l a t z <EOS>	k r i e g s s c h a u p l ä t z e <EOS>	2
<N> k r i e g s s c h i f f <EOS>	k r i e g s s c h i f f e <EOS>	2
<M> k r i e g s t r e i b e r <EOS>	k r i e g s t r e i b e r <EOS>	3
<M> k r i e g s z u s t a n d <EOS>	k r i e g s z u s t ä n d e <EOS>	2
<M> k r i m i n a l r o m a n <EOS>	k r i m i n a l r o m a n e <EOS>	2
<F> k r i p p e <EOS>	k r i p p e n <EOS>	1
<M> k r i s t a l l i t <EOS>	k r i s t a l l i t e <EOS>	2
<N> k r i s t a l l s y s t e m <EOS>	k r i s t a l l s y s t e m e <EOS>	2
<N> k r i t e r i u m <EOS>	k r i t e r i e n <EOS>	6
<F> k r i t i k e r i n <EOS>	k r i t i k e r i n n e n <EOS>	6
<M> k r i t i k e r <EOS>	k r i t i k e r <EOS>	3
<M> k r o a t e <EOS>	k r o a t e n <EOS>	1
<N> k r o k o d i l <EOS>	k r o k o d i l e <EOS>	2
<M> k r o k u s <EOS>	k r o k u s s e <EOS>	6
<F> k r o n e <EOS>	k r o n e n <EOS>	1
<M> k r o n e n p i n g u i n <EOS>	k r o n e n p i n g u i n e <EOS>	2
<F> k r o n s b e e r e <EOS>	k r o n s b e e r e n <EOS>	1
<F> k r ö n u n g <EOS>	k r ö n u n g e n <EOS>	1
<M> k r o p f <EOS>	k r ö p f e <EOS>	2
<F> k r ü c k e <EOS>	k r ü c k e n <EOS>	1
<F> k r u k e <EOS>	k r u k e n <EOS>	1
<F> k r u m e <EOS>	k r u m e n <EOS>	1
<M> k r ü m e l c h e n <EOS>	k r ü m e l c h e n <EOS>	3
<M> k r ü m e l <EOS>	k r ü m e l <EOS>	3
<M> k r ü p p e l <EOS>	k r ü p p e l <EOS>	3
<F> k r u s t e <EOS>	k r u s t e n <EOS>	1
<N> k r u s t e n t i e r <EOS>	k r u s t e n t i e r e <EOS>	2
<F> k r y o s t a t <EOS>	k r y o s t a t e <EOS>	2
<M> k r y o v u l k a n <EOS>	k r y o v u l k a n e <EOS>	2
<N> k r y p t o n i o n <EOS>	k r y p t o n i o n e n <EOS>	1
<N> k r y p t o n i s o t o p <EOS>	k r y p t o n i s o t o p e <EOS>	2
<F> k u b a r a l l e <EOS>	k u b a r a l l e n <EOS>	1
<M> k u b i k m e t e r <EOS>	k u b i k m e t e r <EOS>	3
<M> k u b i k z e n t i m e t e r <EOS>	k u b i k z e n t i m e t e r <EOS>	3
<N> k u b o k t a e d e r <EOS>	k u b o k t a e d e r <EOS>	3
<F> k ü c h e <EOS>	k ü c h e n <EOS>	1
<N> k ü c h e n g e r ä t <EOS>	k ü c h e n g e r ä t e <EOS>	2
<F> k ü c h e n m a s c h i n e <EOS>	k ü c h e n m a s c h i n e n <EOS>	1
<F> k ü c h e n r e i b e <EOS>	k ü c h e n r e i b e n <EOS>	1
<M> k u c k u c k <EOS>	k u c k u c k e <EOS>	2
<N> k ü g e l c h e n <EOS>	k ü g e l c h e n <EOS>	3
<M> k u g e l f i s c h <EOS>	k u g e l f i s c h e <EOS>	2
<M> k u g e l h a u f e n r e a k t o r <EOS>	k u g e l h a u f e n r e a k t o r e n <EOS>	1
<F> k u g e l s c h n e c k e <EOS>	k u g e l s c h n e c k e n <EOS>	1
<M> k u g e l s c h r e i b e r <EOS>	k u g e l s c h r e i b e r <EOS>	3
<M> k ü h l e r <EOS>	k ü h l e r <EOS>	3
<M> k ü h l s c h m i e r s t o f f <EOS>	k ü h l s c h m i e r s t o f f e <EOS>	2
<M> k ü h l t u r m <EOS>	k ü h l t ü r m e <EOS>	2
<F> k ü h n h e i t <EOS>	k ü h n h e i t e n <EOS>	1
<M> k u k u r u z k o l b e n <EOS>	k u k u r u z k o l b e n <EOS>	3
<F> k u l l e r <EOS>	k u l l e r n <EOS>	1
<M> k u l t <EOS>	k u l t e <EOS>	2
<F> k u l t u r <EOS>	k u l t u r e n <EOS>	1
<M> k u l t u r m u s l i m <EOS>	k u l t u r m u s l i m e <EOS>	2
<N> k u l t u r w o r t <EOS>	k u l t u r w ö r t e r <EOS>	4
<N> k u l t u s m i n i s t e r i u m <EOS>	k u l t u s m i n i s t e r i e n <EOS>	6
<M> k u l t u s m i n i s t e r <EOS>	k u l t u s m i n i s t e r <EOS>	3
<M> k ü m m e l <EOS>	k ü m m e l <EOS>	3
<M> k u m m e r b u n d <EOS>	k u m m e r b u n d e <EOS>	2
<M> k u m p e l <EOS>	k u m p e l <EOS>	3
<M> k u n s t d ü n g e r <EOS>	k u n s t d ü n g e r <EOS>	3
<F> k u n s t g e s c h i c h t e <EOS>	k u n s t g e s c h i c h t e n <EOS>	1
<N> k u n s t h a n d w e r k <EOS>	k u n s t h a n d w e r k e <EOS>	2
<F> k ü n s t l e r i n <EOS>	k ü n s t l e r i n n e n <EOS>	6
<M> k ü n s t l e r <EOS>	k ü n s t l e r <EOS>	3
<M> k ü n s t l e r r o m a n <EOS>	k ü n s t l e r r o m a n e <EOS>	2
<F> k u n s t m a l e r i n <EOS>	k u n s t m a l e r i n n e n <EOS>	6
<M> k u n s t m a l e r <EOS>	k u n s t m a l e r <EOS>	3
<F> k u n s t s p r a c h e <EOS>	k u n s t s p r a c h e n <EOS>	1
<M> k u n s t s t o f f <EOS>	k u n s t s t o f f e <EOS>	2
<N> k u n s t w e r k <EOS>	k u n s t w e r k e <EOS>	2
<N> k u p f e r e r z <EOS>	k u p f e r e r z e <EOS>	2
<M> k u p f e r k i e s <EOS>	k u p f e r k i e s e <EOS>	2
<F> k u p f e r m ü n z e <EOS>	k u p f e r m ü n z e n <EOS>	1
<M> k u p f e r s t i c h <EOS>	k u p f e r s t i c h e <EOS>	2
<F> k u p p e <EOS>	k u p p e n <EOS>	1
<F> k u p p l u n g <EOS>	k u p p l u n g e n <EOS>	1
<N> k u p p l u n g s p e d a l <EOS>	k u p p l u n g s p e d a l e <EOS>	2
<M> k ü r a s s <EOS>	k ü r a s s e <EOS>	2
<M> k u r a t o r <EOS>	k u r a t o r e n <EOS>	1
<N> k u r b a d <EOS>	k u r b ä d e r <EOS>	4
<F> k u r b e l <EOS>	k u r b e l n <EOS>	1
<F> k u r b e l w e l l e <EOS>	k u r b e l w e l l e n <EOS>	1
<M> k ü r b i s k e r n <EOS>	k ü r b i s k e r n e <EOS>	2
<M> k ü r b i s <EOS>	k ü r b i s s e <EOS>	6
<F> k u r d i n <EOS>	k u r d i n n e n <EOS>	6
<M> k u r f ü r s t <EOS>	k u r f ü r s t e n <EOS>	1
<M> k u r i e r <EOS>	k u r i e r e <EOS>	2
<F> k u r k u m a <EOS>	k u r k u m e n <EOS>	6
<M> k u r s a a l <EOS>	k u r s ä l e <EOS>	6
<N> k u r s b u c h <EOS>	k u r s b ü c h e r <EOS>	4
<F> k ü r s c h n e r i n <EOS>	k ü r s c h n e r i n n e n <EOS>	6
<M> k ü r s c h n e r <EOS>	k ü r s c h n e r <EOS>	3
<M> k u r s <EOS>	k u r s e <EOS>	2
<F> k u r z g e s c h i c h t e <EOS>	k u r z g e s c h i c h t e n <EOS>	1
<F> k u r z m i t t e i l u n g <EOS>	k u r z m i t t e i l u n g e n <EOS>	1
<M> k u r z s c h l u s s <EOS>	k u r z s c h l ü s s e <EOS>	2
<M> k u r z s t r e c k e n l a u f <EOS>	k u r z s t r e c k e n l ä u f e <EOS>	2
<F> k u r z s t r e c k e n r a k e t e <EOS>	k u r z s t r e c k e n r a k e t e n <EOS>	1
<N> k u r z z e i c h e n <EOS>	k u r z z e i c h e n <EOS>	3
<N> k u s c h e l t i e r <EOS>	k u s c h e l t i e r e <EOS>	2
<N> k ü s s c h e n <EOS>	k ü s s c h e n <EOS>	3
<N> k ü s s e r e i <EOS>	k ü s s e r e i e n <EOS>	1
<F> k ü s t e <EOS>	k ü s t e n <EOS>	1
<N> k ü s t e n g e w ä s s e r <EOS>	k ü s t e n g e w ä s s e r <EOS>	3
<F> k ü s t e n r e g i o n <EOS>	k ü s t e n r e g i o n e n <EOS>	1
<F> k ü s t e n w a c h e <EOS>	k ü s t e n w a c h e n <EOS>	1
<M> k ü s t e r <EOS>	k ü s t e r <EOS>	3
<F> k u t s c h e <EOS>	k u t s c h e n <EOS>	1
<M> k u t s c h e r <EOS>	k u t s c h e r <EOS>	3
<M> k u t t e r <EOS>	k u t t e r <EOS>	3
<N> l a b o r a t o r i u m <EOS>	l a b o r a t o r i e n <EOS>	6
<N> l a b o r g e r ä t <EOS>	l a b o r g e r ä t e <EOS>	2
<M> l a b o r m a ß s t a b <EOS>	l a b o r m a ß s t ä b e <EOS>	2
<F> l a b r a d o r e n t e <EOS>	l a b r a d o r e n t e n <EOS>	1
<F> l ä c h e r l i c h k e i t <EOS>	l ä c h e r l i c h k e i t e n <EOS>	1
<F> l a c h m ö w e <EOS>	l a c h m ö w e n <EOS>	1
<M> l a c k <EOS>	l a c k e <EOS>	2
<N> l a c t a t <EOS>	l a c t a t e <EOS>	2
<F> l a d e <EOS>	l a d e n <EOS>	1
<M> l a d e r <EOS>	l a d e r <EOS>	3
<M> l a d u n g s a u s g l e i c h <EOS>	l a d u n g s a u s g l e i c h e <EOS>	2
<F> l a g e <EOS>	l a g e n <EOS>	1
<N> l a g e r f e u e r <EOS>	l a g e r f e u e r <EOS>	3
<N> l a g e r g e f ä ß <EOS>	l a g e r g e f ä ß e <EOS>	2
<N> l a g e r g e l d <EOS>	l a g e r g e l d e r <EOS>	4
<N> l a g e r h a u s <EOS>	l a g e r h ä u s e r <EOS>	4
<N> l a g e r <EOS>	l ä g e r <EOS>	3
<M> l a g e r w e r k s t o f f <EOS>	l a g e r w e r k s t o f f e <EOS>	2
<F> l a g u n e <EOS>	l a g u n e n <EOS>	1
<M> l a i b <EOS>	l a i b e <EOS>	2
<M> l a i e <EOS>	l a i e n <EOS>	1
<F> l a k e <EOS>	l a k e n <EOS>	1
<F> l a k r i t z e <EOS>	l a k r i t z e n <EOS>	1
<N> l a m b d a <EOS>	l a m b d a s <EOS>	5
<M> l a m b d a p u n k t <EOS>	l a m b d a p u n k t e <EOS>	2
<N> l a m i n a t <EOS>	l a m i n a t e <EOS>	2
<M> l a m m f e l l h a n d s c h u h <EOS>	l a m m f e l l h a n d s c h u h e <EOS>	2
<N> l a m m f e l l <EOS>	l a m m f e l l e <EOS>	2
<F> l a m p e <EOS>	l a m p e n <EOS>	1
<F> l a n d e s t e l l e <EOS>	l a n d e s t e l l e n <EOS>	1
<M> l a n d e s v a t e r <EOS>	l a n d e s v ä t e r <EOS>	3
<M> l a n d e s v e r b a n d <EOS>	l a n d e s v e r b ä n d e <EOS>	2
<F> l a n d e s v e r r ä t e r i n <EOS>	l a n d e s v e r r ä t e r i n n e n <EOS>	6
<M> l a n d e s v e r r ä t e r <EOS>	l a n d e s v e r r ä t e r <EOS>	3
<N> l a n d g e r i c h t <EOS>	l a n d g e r i c h t e <EOS>	2
<F> l a n d m a s c h i n e <EOS>	l a n d m a s c h i n e n <EOS>	1
<M> l a n d r a t <EOS>	l a n d r ä t e <EOS>	2
<F> l a n d s c h a f t <EOS>	l a n d s c h a f t e n <EOS>	1
<F> l a n d s t r a ß e <EOS>	l a n d s t r a ß e n <EOS>	1
<N> l a n d s t r e i c h e r e i <EOS>	l a n d s t r e i c h e r e i e n <EOS>	1
<F> l a n d s t r e i c h e r i n <EOS>	l a n d s t r e i c h e r i n n e n <EOS>	6
<M> l a n d s t r e i c h e r <EOS>	l a n d s t r e i c h e r <EOS>	3
<F> l a n d w i r t i n <EOS>	l a n d w i r t i n n e n <EOS>	6
<M> l a n d w i r t <EOS>	l a n d w i r t e <EOS>	2
<F> l a n d w i r t s c h a f t <EOS>	l a n d w i r t s c h a f t e n <EOS>	1
<F> l ä n g e <EOS>	l ä n g e n <EOS>	1
<M> l ä n g e n g r a d <EOS>	l ä n g e n g r a d e <EOS>	2
<F> l a n g s c h w a n z k a t z e <EOS>	l a n g s c h w a n z k a t z e n <EOS>	1
<M> l a n g s c h w a n z p i n g u i n <EOS>	l a n g s c h w a n z p i n g u i n e <EOS>	2
<N> l a n g s c h w e r t <EOS>	l a n g s c h w e r t e r <EOS>	4
<M> l a n g s t r e c k e n l ä u f e r <EOS>	l a n g s t r e c k e n l ä u f e r <EOS>	3
<F> l a n g s t r e c k e n r a k e t e <EOS>	l a n g s t r e c k e n r a k e t e n <EOS>	1
<N> l a n g z e i c h e n <EOS>	l a n g z e i c h e n <EOS>	3
<N> l a n t h a n o i d <EOS>	l a n t h a n o i d e <EOS>	2
<M> l a o t e <EOS>	l a o t e n <EOS>	1
<M> l a p p e <EOS>	l a p p e n <EOS>	1
<F> l a p p e n e n t e <EOS>	l a p p e n e n t e n <EOS>	1
<N> l a p t o p <EOS>	l a p t o p s <EOS>	5
<F> l ä r c h e <EOS>	l ä r c h e n <EOS>	1
<F> l a s c h e <EOS>	l a s c h e n <EOS>	1
<F> l ä s i o n <EOS>	l ä s i o n e n <EOS>	1
<F> l a s t <EOS>	l a s t e n <EOS>	1
<F> l a s t s c h r i f t <EOS>	l a s t s c h r i f t e n <EOS>	1
<F> l a t e r n e <EOS>	l a t e r n e n <EOS>	1
<F> l a t r i n e <EOS>	l a t r i n e n <EOS>	1
<F> l a t t e <EOS>	l a t t e n <EOS>	1
<N> l ä t z c h e n <EOS>	l ä t z c h e n <EOS>	3
<F> l a t z h o s e <EOS>	l a t z h o s e n <EOS>	1
<M> l a t z <EOS>	l a t z e <EOS>	2
<M> l a u b b a u m <EOS>	l a u b b ä u m e <EOS>	2
<M> l a u b b l ä s e r <EOS>	l a u b b l ä s e r <EOS>	3
<M> l a u b f r o s c h <EOS>	l a u b f r ö s c h e <EOS>	2
<M> l a u b w a l d <EOS>	l a u b w ä l d e r <EOS>	4
<F> l a u c h m o t t e <EOS>	l a u c h m o t t e n <EOS>	1
<M> l a u f <EOS>	l ä u f e <EOS>	2
<M> l a u f r i n g <EOS>	l a u f r i n g e <EOS>	2
<M> l a u f s t e g <EOS>	l a u f s t e g e <EOS>	2
<M> l a u f v o g e l <EOS>	l a u f v ö g e l <EOS>	3
<N> l a u f w e r k <EOS>	l a u f w e r k e <EOS>	2
<F> l a u f z e i t <EOS>	l a u f z e i t e n <EOS>	1
<F> l a u n e <EOS>	l a u n e n <EOS>	1
<F> l a u s <EOS>	l ä u s e <EOS>	2
<F> l a u t m a l e r e i <EOS>	l a u t m a l e r e i e n <EOS>	1
<F> l a u t s c h r i f t <EOS>	l a u t s c h r i f t e n <EOS>	1
<M> l a u t w a n d e l <EOS>	l a u t w a n d e l <EOS>	3
<N> l a v e n d e l <EOS>	l a v e n d e l <EOS>	3
<F> l a y s a n e n t e <EOS>	l a y s a n e n t e n <EOS>	1
<N> l a z a r e t t <EOS>	l a z a r e t t e <EOS>	2
<N> l e b e n d g e w i c h t <EOS>	l e b e n d g e w i c h t e <EOS>	2
<F> l e b e n s g r ö ß e <EOS>	l e b e n s g r ö ß e n <EOS>	1
<N> l e b e n s j a h r <EOS>	l e b e n s j a h r e <EOS>	2
<F> l e b e n s k r a f t <EOS>	l e b e n s k r ä f t e <EOS>	2
<F> l e b e n s l ü g e <EOS>	l e b e n s l ü g e n <EOS>	1
<M> l e b e n s m i t t e l f a r b s t o f f <EOS>	l e b e n s m i t t e l f a r b s t o f f e <EOS>	2
<F> l e b e n s m i t t e l h a n d l u n g <EOS>	l e b e n s m i t t e l h a n d l u n g e n <EOS>	1
<M> l e b e n s m i t t e l l a d e n <EOS>	l e b e n s m i t t e l l ä d e n <EOS>	3
<N> l e b e n s m i t t e l <EOS>	l e b e n s m i t t e l <EOS>	3
<M> l e b e n s r a u m <EOS>	l e b e n s r ä u m e <EOS>	2
